Symptom,Frequency,Disease,Relative_Frequency
palpitations,2,Impetigo,0.005633802816901409
painful_walking,1,Impetigo,0.0028169014084507044
pus_filled_pimples,2,Impetigo,0.005633802816901409
blackheads,3,Impetigo,0.008450704225352112
scurring,2,Impetigo,0.005633802816901409
inflammatory_nails,1,Impetigo,0.0028169014084507044
blister,49,Impetigo,0.13802816901408452
red_sore_around_nose,48,Impetigo,0.1352112676056338
yellow_crust_ooze,48,Impetigo,0.1352112676056338
itching,4,Cervical spondylosis,0.009615384615384616
skin_rash,5,Cervical spondylosis,0.01201923076923077
continuous_sneezing,1,Cervical spondylosis,0.002403846153846154
shivering,1,Cervical spondylosis,0.002403846153846154
chills,3,Cervical spondylosis,0.007211538461538462
joint_pain,3,Cervical spondylosis,0.007211538461538462
stomach_pain,2,Cervical spondylosis,0.004807692307692308
vomiting,7,Cervical spondylosis,0.016826923076923076
burning_micturition,3,Cervical spondylosis,0.007211538461538462
spotting_ urination,2,Cervical spondylosis,0.004807692307692308
fatigue,9,Cervical spondylosis,0.021634615384615384
cold_hands_and_feets,1,Cervical spondylosis,0.002403846153846154
mood_swings,1,Cervical spondylosis,0.002403846153846154
weight_loss,2,Cervical spondylosis,0.004807692307692308
restlessness,1,Cervical spondylosis,0.002403846153846154
lethargy,5,Cervical spondylosis,0.01201923076923077
patches_in_throat,1,Cervical spondylosis,0.002403846153846154
irregular_sugar_level,1,Cervical spondylosis,0.002403846153846154
cough,3,Cervical spondylosis,0.007211538461538462
high_fever,5,Cervical spondylosis,0.01201923076923077
breathlessness,4,Cervical spondylosis,0.009615384615384616
sweating,2,Cervical spondylosis,0.004807692307692308
indigestion,1,Cervical spondylosis,0.002403846153846154
headache,5,Cervical spondylosis,0.01201923076923077
yellowish_skin,6,Cervical spondylosis,0.014423076923076924
dark_urine,4,Cervical spondylosis,0.009615384615384616
nausea,7,Cervical spondylosis,0.016826923076923076
loss_of_appetite,9,Cervical spondylosis,0.021634615384615384
back_pain,42,Cervical spondylosis,0.10096153846153846
constipation,2,Cervical spondylosis,0.004807692307692308
abdominal_pain,5,Cervical spondylosis,0.01201923076923077
diarrhoea,3,Cervical spondylosis,0.007211538461538462
mild_fever,4,Cervical spondylosis,0.009615384615384616
yellow_urine,2,Cervical spondylosis,0.004807692307692308
yellowing_of_eyes,7,Cervical spondylosis,0.016826923076923076
swelled_lymph_nodes,2,Cervical spondylosis,0.004807692307692308
malaise,4,Cervical spondylosis,0.009615384615384616
blurred_and_distorted_vision,1,Cervical spondylosis,0.002403846153846154
phlegm,2,Cervical spondylosis,0.004807692307692308
runny_nose,1,Cervical spondylosis,0.002403846153846154
chest_pain,3,Cervical spondylosis,0.007211538461538462
weakness_in_limbs,41,Cervical spondylosis,0.0985576923076923
pain_during_bowel_movements,2,Cervical spondylosis,0.004807692307692308
pain_in_anal_region,2,Cervical spondylosis,0.004807692307692308
bloody_stool,2,Cervical spondylosis,0.004807692307692308
irritation_in_anus,2,Cervical spondylosis,0.004807692307692308
neck_pain,44,Cervical spondylosis,0.10576923076923077
dizziness,46,Cervical spondylosis,0.11057692307692307
cramps,1,Cervical spondylosis,0.002403846153846154
bruising,1,Cervical spondylosis,0.002403846153846154
obesity,2,Cervical spondylosis,0.004807692307692308
swollen_legs,1,Cervical spondylosis,0.002403846153846154
swollen_blood_vessels,2,Cervical spondylosis,0.004807692307692308
puffy_face_and_eyes,1,Cervical spondylosis,0.002403846153846154
enlarged_thyroid,1,Cervical spondylosis,0.002403846153846154
brittle_nails,1,Cervical spondylosis,0.002403846153846154
swollen_extremeties,1,Cervical spondylosis,0.002403846153846154
excessive_hunger,1,Cervical spondylosis,0.002403846153846154
drying_and_tingling_lips,1,Cervical spondylosis,0.002403846153846154
muscle_weakness,1,Cervical spondylosis,0.002403846153846154
stiff_neck,1,Cervical spondylosis,0.002403846153846154
swelling_joints,1,Cervical spondylosis,0.002403846153846154
movement_stiffness,1,Cervical spondylosis,0.002403846153846154
spinning_movements,1,Cervical spondylosis,0.002403846153846154
loss_of_balance,44,Cervical spondylosis,0.10576923076923077
unsteadiness,1,Cervical spondylosis,0.002403846153846154
weakness_of_one_body_side,1,Cervical spondylosis,0.002403846153846154
bladder_discomfort,1,Cervical spondylosis,0.002403846153846154
continuous_feel_of_urine,1,Cervical spondylosis,0.002403846153846154
passage_of_gases,2,Cervical spondylosis,0.004807692307692308
internal_itching,1,Cervical spondylosis,0.002403846153846154
depression,1,Cervical spondylosis,0.002403846153846154
irritability,1,Cervical spondylosis,0.002403846153846154
muscle_pain,3,Cervical spondylosis,0.007211538461538462
red_spots_over_body,1,Cervical spondylosis,0.002403846153846154
abnormal_menstruation,2,Cervical spondylosis,0.004807692307692308
watering_from_eyes,1,Cervical spondylosis,0.002403846153846154
increased_appetite,1,Cervical spondylosis,0.002403846153846154
polyuria,1,Cervical spondylosis,0.002403846153846154
family_history,4,Cervical spondylosis,0.009615384615384616
mucoid_sputum,2,Cervical spondylosis,0.004807692307692308
lack_of_concentration,2,Cervical spondylosis,0.004807692307692308
receiving_blood_transfusion,2,Cervical spondylosis,0.004807692307692308
receiving_unsterile_injections,2,Cervical spondylosis,0.004807692307692308
blood_in_sputum,1,Cervical spondylosis,0.002403846153846154
prominent_veins_on_calf,1,Cervical spondylosis,0.002403846153846154
painful_walking,1,Cervical spondylosis,0.002403846153846154
blackheads,1,Cervical spondylosis,0.002403846153846154
scurring,1,Cervical spondylosis,0.002403846153846154
skin_peeling,1,Cervical spondylosis,0.002403846153846154
small_dents_in_nails,1,Cervical spondylosis,0.002403846153846154
inflammatory_nails,1,Cervical spondylosis,0.002403846153846154
red_sore_around_nose,1,Cervical spondylosis,0.002403846153846154
itching,3,Alcoholic hepatitis,0.005338078291814947
skin_rash,3,Alcoholic hepatitis,0.005338078291814947
continuous_sneezing,4,Alcoholic hepatitis,0.0071174377224199285
shivering,3,Alcoholic hepatitis,0.005338078291814947
chills,7,Alcoholic hepatitis,0.012455516014234875
joint_pain,11,Alcoholic hepatitis,0.019572953736654804
stomach_pain,1,Alcoholic hepatitis,0.0017793594306049821
acidity,3,Alcoholic hepatitis,0.005338078291814947
ulcers_on_tongue,1,Alcoholic hepatitis,0.0017793594306049821
muscle_wasting,1,Alcoholic hepatitis,0.0017793594306049821
vomiting,52,Alcoholic hepatitis,0.09252669039145907
spotting_ urination,1,Alcoholic hepatitis,0.0017793594306049821
fatigue,17,Alcoholic hepatitis,0.030249110320284697
mood_swings,1,Alcoholic hepatitis,0.0017793594306049821
weight_loss,4,Alcoholic hepatitis,0.0071174377224199285
restlessness,4,Alcoholic hepatitis,0.0071174377224199285
lethargy,4,Alcoholic hepatitis,0.0071174377224199285
irregular_sugar_level,3,Alcoholic hepatitis,0.005338078291814947
cough,6,Alcoholic hepatitis,0.010676156583629894
high_fever,7,Alcoholic hepatitis,0.012455516014234875
breathlessness,4,Alcoholic hepatitis,0.0071174377224199285
sweating,4,Alcoholic hepatitis,0.0071174377224199285
indigestion,6,Alcoholic hepatitis,0.010676156583629894
headache,5,Alcoholic hepatitis,0.008896797153024912
yellowish_skin,45,Alcoholic hepatitis,0.0800711743772242
dark_urine,7,Alcoholic hepatitis,0.012455516014234875
nausea,11,Alcoholic hepatitis,0.019572953736654804
loss_of_appetite,16,Alcoholic hepatitis,0.028469750889679714
pain_behind_the_eyes,2,Alcoholic hepatitis,0.0035587188612099642
back_pain,2,Alcoholic hepatitis,0.0035587188612099642
constipation,2,Alcoholic hepatitis,0.0035587188612099642
abdominal_pain,48,Alcoholic hepatitis,0.08540925266903915
diarrhoea,4,Alcoholic hepatitis,0.0071174377224199285
mild_fever,3,Alcoholic hepatitis,0.005338078291814947
yellow_urine,1,Alcoholic hepatitis,0.0017793594306049821
yellowing_of_eyes,10,Alcoholic hepatitis,0.017793594306049824
acute_liver_failure,1,Alcoholic hepatitis,0.0017793594306049821
swelling_of_stomach,35,Alcoholic hepatitis,0.06227758007117438
swelled_lymph_nodes,1,Alcoholic hepatitis,0.0017793594306049821
malaise,4,Alcoholic hepatitis,0.0071174377224199285
blurred_and_distorted_vision,5,Alcoholic hepatitis,0.008896797153024912
phlegm,3,Alcoholic hepatitis,0.005338078291814947
throat_irritation,1,Alcoholic hepatitis,0.0017793594306049821
redness_of_eyes,1,Alcoholic hepatitis,0.0017793594306049821
sinus_pressure,1,Alcoholic hepatitis,0.0017793594306049821
runny_nose,1,Alcoholic hepatitis,0.0017793594306049821
congestion,2,Alcoholic hepatitis,0.0035587188612099642
chest_pain,4,Alcoholic hepatitis,0.0071174377224199285
fast_heart_rate,3,Alcoholic hepatitis,0.005338078291814947
pain_during_bowel_movements,1,Alcoholic hepatitis,0.0017793594306049821
pain_in_anal_region,2,Alcoholic hepatitis,0.0035587188612099642
bloody_stool,2,Alcoholic hepatitis,0.0035587188612099642
irritation_in_anus,1,Alcoholic hepatitis,0.0017793594306049821
neck_pain,1,Alcoholic hepatitis,0.0017793594306049821
cramps,1,Alcoholic hepatitis,0.0017793594306049821
bruising,1,Alcoholic hepatitis,0.0017793594306049821
obesity,3,Alcoholic hepatitis,0.005338078291814947
swollen_legs,1,Alcoholic hepatitis,0.0017793594306049821
swollen_blood_vessels,1,Alcoholic hepatitis,0.0017793594306049821
excessive_hunger,6,Alcoholic hepatitis,0.010676156583629894
knee_pain,1,Alcoholic hepatitis,0.0017793594306049821
hip_joint_pain,1,Alcoholic hepatitis,0.0017793594306049821
muscle_weakness,2,Alcoholic hepatitis,0.0035587188612099642
stiff_neck,2,Alcoholic hepatitis,0.0035587188612099642
swelling_joints,2,Alcoholic hepatitis,0.0035587188612099642
movement_stiffness,1,Alcoholic hepatitis,0.0017793594306049821
loss_of_smell,1,Alcoholic hepatitis,0.0017793594306049821
passage_of_gases,5,Alcoholic hepatitis,0.008896797153024912
internal_itching,5,Alcoholic hepatitis,0.008896797153024912
depression,2,Alcoholic hepatitis,0.0035587188612099642
irritability,3,Alcoholic hepatitis,0.005338078291814947
muscle_pain,6,Alcoholic hepatitis,0.010676156583629894
red_spots_over_body,1,Alcoholic hepatitis,0.0017793594306049821
abnormal_menstruation,1,Alcoholic hepatitis,0.0017793594306049821
watering_from_eyes,3,Alcoholic hepatitis,0.005338078291814947
increased_appetite,3,Alcoholic hepatitis,0.005338078291814947
polyuria,3,Alcoholic hepatitis,0.005338078291814947
family_history,3,Alcoholic hepatitis,0.005338078291814947
mucoid_sputum,2,Alcoholic hepatitis,0.0035587188612099642
rusty_sputum,2,Alcoholic hepatitis,0.0035587188612099642
visual_disturbances,1,Alcoholic hepatitis,0.0017793594306049821
receiving_blood_transfusion,1,Alcoholic hepatitis,0.0017793594306049821
receiving_unsterile_injections,1,Alcoholic hepatitis,0.0017793594306049821
coma,1,Alcoholic hepatitis,0.0017793594306049821
stomach_bleeding,1,Alcoholic hepatitis,0.0017793594306049821
distention_of_abdomen,35,Alcoholic hepatitis,0.06227758007117438
history_of_alcohol_consumption,38,Alcoholic hepatitis,0.06761565836298933
fluid_overload,36,Alcoholic hepatitis,0.06405693950177936
prominent_veins_on_calf,1,Alcoholic hepatitis,0.0017793594306049821
painful_walking,2,Alcoholic hepatitis,0.0035587188612099642
skin_peeling,2,Alcoholic hepatitis,0.0035587188612099642
silver_like_dusting,2,Alcoholic hepatitis,0.0035587188612099642
small_dents_in_nails,2,Alcoholic hepatitis,0.0035587188612099642
inflammatory_nails,2,Alcoholic hepatitis,0.0035587188612099642
itching,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
skin_rash,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
nodal_skin_eruptions,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
chills,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
joint_pain,6,(vertigo) Paroymsal  Positional Vertigo,0.012244897959183673
stomach_pain,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
ulcers_on_tongue,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
vomiting,60,(vertigo) Paroymsal  Positional Vertigo,0.12244897959183673
fatigue,5,(vertigo) Paroymsal  Positional Vertigo,0.01020408163265306
weight_gain,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
cold_hands_and_feets,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
mood_swings,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
weight_loss,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
restlessness,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
lethargy,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
irregular_sugar_level,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
cough,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
high_fever,4,(vertigo) Paroymsal  Positional Vertigo,0.00816326530612245
breathlessness,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
sweating,4,(vertigo) Paroymsal  Positional Vertigo,0.00816326530612245
indigestion,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
headache,51,(vertigo) Paroymsal  Positional Vertigo,0.10408163265306122
yellowish_skin,7,(vertigo) Paroymsal  Positional Vertigo,0.014285714285714285
dark_urine,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
nausea,55,(vertigo) Paroymsal  Positional Vertigo,0.11224489795918367
loss_of_appetite,7,(vertigo) Paroymsal  Positional Vertigo,0.014285714285714285
back_pain,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
constipation,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
abdominal_pain,7,(vertigo) Paroymsal  Positional Vertigo,0.014285714285714285
diarrhoea,5,(vertigo) Paroymsal  Positional Vertigo,0.01020408163265306
mild_fever,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
yellowing_of_eyes,6,(vertigo) Paroymsal  Positional Vertigo,0.012244897959183673
acute_liver_failure,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
swelling_of_stomach,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
malaise,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
blurred_and_distorted_vision,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
throat_irritation,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
sinus_pressure,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
chest_pain,6,(vertigo) Paroymsal  Positional Vertigo,0.012244897959183673
weakness_in_limbs,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
fast_heart_rate,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
pain_during_bowel_movements,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
pain_in_anal_region,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
bloody_stool,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
irritation_in_anus,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
neck_pain,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
dizziness,4,(vertigo) Paroymsal  Positional Vertigo,0.00816326530612245
obesity,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
puffy_face_and_eyes,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
enlarged_thyroid,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
brittle_nails,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
swollen_extremeties,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
excessive_hunger,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
knee_pain,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
hip_joint_pain,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
muscle_weakness,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
stiff_neck,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
swelling_joints,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
movement_stiffness,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
spinning_movements,45,(vertigo) Paroymsal  Positional Vertigo,0.09183673469387756
loss_of_balance,52,(vertigo) Paroymsal  Positional Vertigo,0.10612244897959183
unsteadiness,47,(vertigo) Paroymsal  Positional Vertigo,0.09591836734693877
weakness_of_one_body_side,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
passage_of_gases,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
internal_itching,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
depression,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
irritability,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
muscle_pain,4,(vertigo) Paroymsal  Positional Vertigo,0.00816326530612245
altered_sensorium,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
red_spots_over_body,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
abnormal_menstruation,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
dischromic _patches,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
increased_appetite,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
polyuria,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
family_history,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
rusty_sputum,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
lack_of_concentration,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
coma,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
stomach_bleeding,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
distention_of_abdomen,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
history_of_alcohol_consumption,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
fluid_overload,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
painful_walking,3,(vertigo) Paroymsal  Positional Vertigo,0.006122448979591836
skin_peeling,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
silver_like_dusting,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
small_dents_in_nails,2,(vertigo) Paroymsal  Positional Vertigo,0.004081632653061225
inflammatory_nails,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
blister,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
red_sore_around_nose,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
yellow_crust_ooze,1,(vertigo) Paroymsal  Positional Vertigo,0.0020408163265306124
itching,47,Chicken pox,0.06973293768545995
skin_rash,53,Chicken pox,0.07863501483679525
continuous_sneezing,1,Chicken pox,0.001483679525222552
chills,1,Chicken pox,0.001483679525222552
joint_pain,4,Chicken pox,0.005934718100890208
acidity,1,Chicken pox,0.001483679525222552
vomiting,10,Chicken pox,0.01483679525222552
fatigue,54,Chicken pox,0.08011869436201781
anxiety,2,Chicken pox,0.002967359050445104
mood_swings,1,Chicken pox,0.001483679525222552
weight_loss,1,Chicken pox,0.001483679525222552
restlessness,1,Chicken pox,0.001483679525222552
lethargy,48,Chicken pox,0.0712166172106825
cough,3,Chicken pox,0.004451038575667656
high_fever,52,Chicken pox,0.0771513353115727
sunken_eyes,2,Chicken pox,0.002967359050445104
breathlessness,2,Chicken pox,0.002967359050445104
sweating,2,Chicken pox,0.002967359050445104
indigestion,1,Chicken pox,0.001483679525222552
headache,52,Chicken pox,0.0771513353115727
yellowish_skin,4,Chicken pox,0.005934718100890208
dark_urine,2,Chicken pox,0.002967359050445104
nausea,4,Chicken pox,0.005934718100890208
loss_of_appetite,50,Chicken pox,0.07418397626112759
back_pain,1,Chicken pox,0.001483679525222552
abdominal_pain,3,Chicken pox,0.004451038575667656
diarrhoea,3,Chicken pox,0.004451038575667656
mild_fever,46,Chicken pox,0.06824925816023739
yellowing_of_eyes,3,Chicken pox,0.004451038575667656
acute_liver_failure,2,Chicken pox,0.002967359050445104
swelling_of_stomach,2,Chicken pox,0.002967359050445104
swelled_lymph_nodes,46,Chicken pox,0.06824925816023739
malaise,50,Chicken pox,0.07418397626112759
blurred_and_distorted_vision,3,Chicken pox,0.004451038575667656
phlegm,1,Chicken pox,0.001483679525222552
throat_irritation,1,Chicken pox,0.001483679525222552
redness_of_eyes,1,Chicken pox,0.001483679525222552
sinus_pressure,1,Chicken pox,0.001483679525222552
runny_nose,1,Chicken pox,0.001483679525222552
congestion,1,Chicken pox,0.001483679525222552
chest_pain,1,Chicken pox,0.001483679525222552
weakness_in_limbs,1,Chicken pox,0.001483679525222552
fast_heart_rate,1,Chicken pox,0.001483679525222552
neck_pain,2,Chicken pox,0.002967359050445104
dizziness,1,Chicken pox,0.001483679525222552
excessive_hunger,4,Chicken pox,0.005934718100890208
drying_and_tingling_lips,2,Chicken pox,0.002967359050445104
slurred_speech,2,Chicken pox,0.002967359050445104
knee_pain,1,Chicken pox,0.001483679525222552
hip_joint_pain,1,Chicken pox,0.001483679525222552
muscle_weakness,1,Chicken pox,0.001483679525222552
stiff_neck,1,Chicken pox,0.001483679525222552
swelling_joints,1,Chicken pox,0.001483679525222552
loss_of_balance,1,Chicken pox,0.001483679525222552
weakness_of_one_body_side,1,Chicken pox,0.001483679525222552
loss_of_smell,1,Chicken pox,0.001483679525222552
internal_itching,1,Chicken pox,0.001483679525222552
irritability,4,Chicken pox,0.005934718100890208
muscle_pain,1,Chicken pox,0.001483679525222552
altered_sensorium,1,Chicken pox,0.001483679525222552
red_spots_over_body,49,Chicken pox,0.07270029673590504
abnormal_menstruation,1,Chicken pox,0.001483679525222552
dischromic _patches,1,Chicken pox,0.001483679525222552
family_history,2,Chicken pox,0.002967359050445104
mucoid_sputum,2,Chicken pox,0.002967359050445104
visual_disturbances,1,Chicken pox,0.001483679525222552
receiving_unsterile_injections,1,Chicken pox,0.001483679525222552
coma,2,Chicken pox,0.002967359050445104
stomach_bleeding,2,Chicken pox,0.002967359050445104
distention_of_abdomen,2,Chicken pox,0.002967359050445104
history_of_alcohol_consumption,2,Chicken pox,0.002967359050445104
fluid_overload,2,Chicken pox,0.002967359050445104
palpitations,2,Chicken pox,0.002967359050445104
painful_walking,1,Chicken pox,0.001483679525222552
pus_filled_pimples,1,Chicken pox,0.001483679525222552
blackheads,1,Chicken pox,0.001483679525222552
scurring,1,Chicken pox,0.001483679525222552
skin_peeling,1,Chicken pox,0.001483679525222552
small_dents_in_nails,1,Chicken pox,0.001483679525222552
inflammatory_nails,1,Chicken pox,0.001483679525222552
blister,1,Chicken pox,0.001483679525222552
red_sore_around_nose,3,Chicken pox,0.004451038575667656
yellow_crust_ooze,2,Chicken pox,0.002967359050445104
itching,3,Acne,0.006607929515418502
skin_rash,46,Acne,0.1013215859030837
continuous_sneezing,1,Acne,0.0022026431718061676
shivering,1,Acne,0.0022026431718061676
chills,8,Acne,0.01762114537444934
joint_pain,5,Acne,0.011013215859030838
muscle_wasting,1,Acne,0.0022026431718061676
vomiting,19,Acne,0.04185022026431718
fatigue,20,Acne,0.04405286343612335
weight_gain,1,Acne,0.0022026431718061676
anxiety,3,Acne,0.006607929515418502
cold_hands_and_feets,2,Acne,0.004405286343612335
mood_swings,4,Acne,0.00881057268722467
weight_loss,3,Acne,0.006607929515418502
restlessness,1,Acne,0.0022026431718061676
lethargy,4,Acne,0.00881057268722467
cough,1,Acne,0.0022026431718061676
high_fever,12,Acne,0.02643171806167401
sunken_eyes,2,Acne,0.004405286343612335
breathlessness,2,Acne,0.004405286343612335
sweating,6,Acne,0.013215859030837005
dehydration,2,Acne,0.004405286343612335
indigestion,2,Acne,0.004405286343612335
headache,10,Acne,0.022026431718061675
yellowish_skin,8,Acne,0.01762114537444934
dark_urine,8,Acne,0.01762114537444934
nausea,13,Acne,0.028634361233480177
loss_of_appetite,8,Acne,0.01762114537444934
pain_behind_the_eyes,1,Acne,0.0022026431718061676
back_pain,1,Acne,0.0022026431718061676
constipation,2,Acne,0.004405286343612335
abdominal_pain,12,Acne,0.02643171806167401
diarrhoea,9,Acne,0.019823788546255508
yellow_urine,2,Acne,0.004405286343612335
yellowing_of_eyes,6,Acne,0.013215859030837005
acute_liver_failure,3,Acne,0.006607929515418502
swelling_of_stomach,1,Acne,0.0022026431718061676
swelled_lymph_nodes,1,Acne,0.0022026431718061676
malaise,5,Acne,0.011013215859030838
blurred_and_distorted_vision,3,Acne,0.006607929515418502
phlegm,1,Acne,0.0022026431718061676
throat_irritation,1,Acne,0.0022026431718061676
redness_of_eyes,1,Acne,0.0022026431718061676
sinus_pressure,1,Acne,0.0022026431718061676
chest_pain,3,Acne,0.006607929515418502
fast_heart_rate,2,Acne,0.004405286343612335
dizziness,4,Acne,0.00881057268722467
puffy_face_and_eyes,2,Acne,0.004405286343612335
enlarged_thyroid,3,Acne,0.006607929515418502
brittle_nails,2,Acne,0.004405286343612335
swollen_extremeties,2,Acne,0.004405286343612335
excessive_hunger,4,Acne,0.00881057268722467
extra_marital_contacts,1,Acne,0.0022026431718061676
drying_and_tingling_lips,3,Acne,0.006607929515418502
slurred_speech,3,Acne,0.006607929515418502
hip_joint_pain,1,Acne,0.0022026431718061676
muscle_weakness,1,Acne,0.0022026431718061676
loss_of_balance,2,Acne,0.004405286343612335
weakness_of_one_body_side,2,Acne,0.004405286343612335
passage_of_gases,1,Acne,0.0022026431718061676
internal_itching,1,Acne,0.0022026431718061676
toxic_look_(typhos),3,Acne,0.006607929515418502
depression,2,Acne,0.004405286343612335
irritability,6,Acne,0.013215859030837005
muscle_pain,3,Acne,0.006607929515418502
altered_sensorium,2,Acne,0.004405286343612335
red_spots_over_body,1,Acne,0.0022026431718061676
belly_pain,3,Acne,0.006607929515418502
abnormal_menstruation,3,Acne,0.006607929515418502
watering_from_eyes,1,Acne,0.0022026431718061676
family_history,1,Acne,0.0022026431718061676
rusty_sputum,1,Acne,0.0022026431718061676
lack_of_concentration,2,Acne,0.004405286343612335
receiving_blood_transfusion,3,Acne,0.006607929515418502
receiving_unsterile_injections,2,Acne,0.004405286343612335
coma,3,Acne,0.006607929515418502
stomach_bleeding,3,Acne,0.006607929515418502
distention_of_abdomen,1,Acne,0.0022026431718061676
history_of_alcohol_consumption,1,Acne,0.0022026431718061676
fluid_overload,1,Acne,0.0022026431718061676
blood_in_sputum,1,Acne,0.0022026431718061676
palpitations,3,Acne,0.006607929515418502
pus_filled_pimples,42,Acne,0.09251101321585903
blackheads,40,Acne,0.0881057268722467
scurring,41,Acne,0.09030837004405286
red_sore_around_nose,1,Acne,0.0022026431718061676
yellow_crust_ooze,1,Acne,0.0022026431718061676
itching,49,Fungal infection,0.12468193384223919
skin_rash,49,Fungal infection,0.12468193384223919
nodal_skin_eruptions,42,Fungal infection,0.10687022900763359
chills,6,Fungal infection,0.015267175572519083
joint_pain,4,Fungal infection,0.010178117048346057
stomach_pain,1,Fungal infection,0.002544529262086514
acidity,2,Fungal infection,0.005089058524173028
ulcers_on_tongue,1,Fungal infection,0.002544529262086514
muscle_wasting,1,Fungal infection,0.002544529262086514
vomiting,9,Fungal infection,0.022900763358778626
burning_micturition,2,Fungal infection,0.005089058524173028
fatigue,9,Fungal infection,0.022900763358778626
weight_gain,1,Fungal infection,0.002544529262086514
cold_hands_and_feets,1,Fungal infection,0.002544529262086514
mood_swings,1,Fungal infection,0.002544529262086514
weight_loss,2,Fungal infection,0.005089058524173028
lethargy,3,Fungal infection,0.007633587786259542
patches_in_throat,1,Fungal infection,0.002544529262086514
cough,4,Fungal infection,0.010178117048346057
high_fever,11,Fungal infection,0.027989821882951654
